gene,fc,repeat,abs_ref,abs_alt
THEMIS2,0.9957348961242664,10,8893.604000073472,8855.671855183518
XKR8,0.9724125160199342,10,568.767033018145,553.0761816063673
AL109927.1,1.0006653782397243,17,108.82860340697246,108.90101559153906
ENSG00000227050,1.0044892113660908,17,36.661707456786125,36.82628961060143
ENSG00000286433,1.0010809778549727,17,20.56777073797589,20.5900040426698
EYA3,1.002389844907661,17,1441.6618071517628,1445.1071552801536
PPP1R8,0.9964147954709058,17,1436.289229637629,1431.139838986443
RPA2,1.0013226606606451,17,1285.725423526782,1287.426001964872
SCARNA1,0.9867429227617157,17,1.1305847179540778,1.1155964690237368
SMPDL3B,1.0042035701701963,17,133.3698818624129,133.93051151941236
THEMIS2,0.9797396020915276,17,8893.604000073472,8713.416044191601
XKR8,1.001715564074865,17,568.767033018145,569.7427893069585
AL109927.1,0.999675832854769,16,108.82860340697246,108.79332474928655
ENSG00000227050,0.9917824495828891,16,36.661707456786125,36.360438027382614
ENSG00000286433,0.998495409792406,16,20.56777073797589,20.536824671531495
EYA3,1.0055427908822259,16,1441.6618071517628,1449.652637071697
PPP1R8,0.9955502778166281,16,1436.289229637629,1429.8981415907722
RPA2,1.0084518864296983,16,1285.725423526782,1296.592228786206
SCARNA1,0.9914408445368272,16,1.1305847179540778,1.1209078675888215
SMPDL3B,0.9824721006223158,16,133.83426963203604,131.48843602063985
THEMIS2,0.9487881199701033,16,8893.604000073472,8438.1458189883
XKR8,1.0084513536975597,16,568.767033018145,573.573884385693
AL109927.1,0.9954922403230274,18,108.82860340697246,108.33803021683327
ENSG00000227050,0.9988549710934488,18,36.661707456786125,36.61972874198458
ENSG00000286433,0.9938343100400368,18,20.56777073797589,20.440956240437927
EYA3,0.9972922204947259,18,1441.6618071517628,1437.7581048568209
PPP1R8,0.9867237437815911,18,1436.289229637629,1417.2206858212187
RPA2,0.992571104633991,18,1285.725423526782,1276.173903885984
SCARNA1,0.9968275609700903,18,1.1305847179540778,1.1269980068682208
SMPDL3B,1.0008223910978609,18,133.3698818624129,133.4795640659793
THEMIS2,0.9767498247298454,18,8893.604000073472,8686.826148288415
XKR8,0.9948317397983023,18,568.767033018145,565.8274969973596
